Datums;Valsts;14DienuKumulativaIncidence;Izcelosana;Pasizolacija;PersIrVakcParslSert_PasizolacijaLatvija;PersIrVakcParslSert_TestsPirmsIebrauksanasLV;PersIrVakcParslSert_TestsPecIebrauksanasLV;CitasPersonas_PasizolacijaLatvija;CitasPersonas_TestsPirmsIebrauksanasLV;CitasPersonas_TestsPecIebrauksanasLV
2021.02.26.;Rumānija;171;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Kipra;169;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Grieķija;147.9;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Vācija;123.1;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Horvātija;112;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Somija;111.5;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Dānija;110;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Norvēģija;70;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Lihtenšteina;61.9;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Citas sarakstos neminētas Eiropas valstis;;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.26.;Islande;8;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.26.;Vatikāns;0;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.26.;Apvienotā Karaliste;228.8;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.26.;Ruanda;12.4;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.26.;D-Koreja;12;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.26.;Singapūra;2.9;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.26.;Taizeme;2.8;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.26.;Jaunzēlande;0.8;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.26.;Austrālija;0.3;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.03.05.;Čehija;1395.1;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Sanmarīno;1158.1;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Igaunija;1038.5;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Monako;592.4;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Slovākija;562;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Malta;527;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.05.;Slovēnija;517.3;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.05.;Latvija;496.9;;;…;…;…;…;…;…
2021.03.05.;Zviedrija;487.6;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Andora;460.8;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Ungārija;451.7;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Francija;432;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Luksemburga;405.8;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Nīderlande;346.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Itālija;341;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Polija;316.9;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Austrija;294.5;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Beļģija;279;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Spānija;249.8;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Bulgārija;249.7;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Kipra;247.1;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Lietuva;242;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Rumānija;211.1;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Īrija;201.6;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Grieķija;177;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Portugāle;173.8;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Šveice;165.5;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Somija;140.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Horvātija;131.6;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Vācija;130;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Dānija;118.4;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Lihtenšteina;90.3;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Norvēģija;83.9;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.05.;Citas sarakstos neminētas Eiropas valstis;;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.05.;Islande;5.8;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.03.05.;Vatikāns;0;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.03.05.;Apvienotā Karaliste;203.5;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.05.;D-Koreja;12;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.03.05.;Ruanda;11.2;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.03.05.;Singapūra;2.3;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.03.05.;Taizeme;1.9;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.03.05.;Jaunzēlande;0.9;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.03.05.;Austrālija;0.3;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.03.12.;Čehija;1572;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.12.;Igaunija;1397.1;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.12.;Sanmarīno;1343.9;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.12.;Malta;720.4;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.12.;Ungārija;645.5;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.12.;Slovākija;567.9;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.12.;Zviedrija;527.6;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.12.;Slovēnija;520.7;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.12.;Andora;485.7;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.12.;Monako;462.4;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.12.;Latvija;461.9;;;…;…;…;…;…;…
2021.03.12.;Francija;444.2;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.12.;Itālija;433;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.12.;Polija;427.6;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.12.;Kipra;407.4;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.12.;Luksemburga;400.6;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.12.;Nīderlande;362.1;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.12.;Spānija;348,5;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.12.;Bulgārija;340.1;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.12.;Austrija;337.9;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.12.;Lihtenšteina;309.7;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.12.;Lietuva;306.6;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.12.;Beļģija;288.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.12.;Rumānija;254.7;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.12.;Grieķija;236.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.12.;Šveice;171.6;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.12.;Īrija;164.4;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.12.;Horvātija;162.4;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.12.;Somija;151.8;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.12.;Vācija;137.4;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.12.;Portugāle;125.6;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.12.;Dānija;124.3;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.12.;Norvēģija;119.4;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.12.;"Citas sarakstos neminētas
Eiropas valstis";;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.12.;Islande;4,1;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.03.12.;Vatikāns;0;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.03.12.;Apvienotā Karaliste;151.4;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.12.;Ruanda;11.6;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.03.12.;D-Koreja;10.7;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.03.12.;Singapūra;2.8;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.03.12.;Taizeme;1.3;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.03.12.;Jaunzēlande;1;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.03.12.;Austrālija;0.4;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.03.19.;Čehija;1518.3;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.19.;Igaunija;1464.1;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.19.;Ungārija;934.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.19.;Malta;693.4;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.19.;Sanmarīno;635.6;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.19.;Kipra;556.8;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.19.;Zviedrija;545.9;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.19.;Polija;542.1;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.19.;Slovākija;532;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.19.;Itālija;499.4;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.19.;Slovēnija;489.3;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.19.;Francija;468.9;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.19.;Monako;456.4;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.19.;Bulgārija;453.4;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.19.;Andora;442.4;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.19.;Nīderlande;402.9;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.19.;Latvija;398.1;;;…;…;…;…;…;…
2021.03.19.;Luksemburga;391.6;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.19.;Austrija;388.3;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.19.;Beļģija;328.4;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.03.19.;Rumānija;303.1;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.19.;Lihtenšteina;302;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.19.;Grieķija;280.3;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.19.;Lietuva;223.5;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.03.19.;Šveice;220.5;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
